,GroupNumber,SubjectID_left,SubjectID_right,Computer,Gender_left,Gender_right,Age_left,Age_right,Familiarity,Block,Image_1,Image_2,Prop_red_image_1,Prop_red_image_2,Prop_yellow_image_1,Prop_yellow_image_2,Prop_green_image_1,Prop_green_image_2,Prop_blue_image_1,Prop_blue_image_2,Response_left,Response_right,Joint_left,Joint_right,Correct_left,Correct_right,Correct_joint,RT_left,RT_right,RT_joint_left,RT_joint_right,Participation_left,Participation_right
0,39_26_4,larsk,annas,One screen,Male,Female,23,21,Familiar with partner,1,Red\r33y06g37b06.jpeg,Red\r06y19g29b08.jpeg,33,06,06,19,37,29,06,08,2,-1,0,1,1,0,1,2.583,2.247,0,1.852,2nd time,2nd time
1,39_26_4,larsk,annas,One screen,Male,Female,23,21,Familiar with partner,1,Red\r27y05g22b23.jpeg,Red\r12y12g14b26.jpeg,27,12,05,12,22,14,23,26,1,-1,-1,0,1,0,0,2.403,0.917,1.164,0.0,2nd time,2nd time
2,39_26_4,larsk,annas,One screen,Male,Female,23,21,Familiar with partner,1,Rep\r22y35g09b11.jpeg,Red\r13y21g23b09.jpeg,22,13,35,21,09,23,11,09,2,1,0,0,0,0,0,2.375,1.105,0,0.0,2nd time,2nd time
3,39_26_4,larsk,annas,One screen,Male,Female,23,21,Familiar with partner,1,Red\r15y17g24b30.jpeg,Red\r24y08g18b33.jpeg,15,24,17,08,24,18,30,33,1,2,0,0,1,1,0,1.815,1.995,0,0.0,2nd time,2nd time
4,39_26_4,larsk,annas,One screen,Male,Female,23,21,Familiar with partner,1,Red\r17y22g16b15.jpeg,Red\r22y35g09b11.jpeg,17,22,22,35,16,09,15,11,-1,-1,0,0,1,1,0,1.3,0.68,0,0.0,2nd time,2nd time
5,39_26_4,larsk,annas,One screen,Male,Female,23,21,Familiar with partner,1,Rep\r21y24g16b04.jpeg,Red\r35y32g08b08.jpeg,21,35,24,32,16,08,04,08,1,1,0,0,1,1,0,1.091,0.754,0,0.0,2nd time,2nd time
6,39_26_4,larsk,annas,One screen,Male,Female,23,21,Familiar with partner,1,Rep\r19y15g35b05.jpeg,Rep\r22y23g20b06.jpeg,19,22,15,23,35,20,05,06,1,-1,0,1,1,0,1,1.334,0.811,0,1.846,2nd time,2nd time
7,39_26_4,larsk,annas,One screen,Male,Female,23,21,Familiar with partner,1,Red\r11y10g06b19.jpeg,Red\r20y04g39b23.jpeg,11,20,10,04,06,39,19,23,1,-1,0,1,1,0,1,0.997,1.143,0,1.313,2nd time,2nd time
8,39_26_4,larsk,annas,One screen,Male,Female,23,21,Familiar with partner,1,Red\r10y27g22b14.jpeg,Red\r08y09g09b11.jpeg,10,08,27,09,22,09,14,11,-1,1,1,0,1,0,0,1.67,0.998,1.15,0.0,2nd time,2nd time
9,39_26_4,larsk,annas,One screen,Male,Female,23,21,Familiar with partner,1,Red\r12y07g16b25.jpeg,Red\r03y11g01b26.jpeg,12,03,07,11,16,01,25,26,1,-2,-1,0,1,0,0,1.0,1.344,1.663,0.0,2nd time,2nd time
10,39_26_4,larsk,annas,One screen,Male,Female,23,21,Familiar with partner,1,Red\r31y29g03b13.jpeg,Rep\r23y25g12b17.jpeg,31,23,29,25,03,12,13,17,1,-1,1,0,1,0,1,2.911,1.256,1.207,0.0,2nd time,2nd time
11,39_26_4,larsk,annas,One screen,Male,Female,23,21,Familiar with partner,1,Red\r13y33g08b23.jpeg,Red\r17y07g07b24.jpeg,13,17,33,07,08,07,23,24,1,-1,0,1,1,0,1,1.104,1.233,0,1.065,2nd time,2nd time
12,39_26_4,larsk,annas,One screen,Male,Female,23,21,Familiar with partner,1,Red\r03y06g12b09.jpeg,Red\r07y02g03b06.jpeg,03,07,06,02,12,03,09,06,1,-1,0,1,0,1,0,3.972,1.033,0,1.485,2nd time,2nd time
13,39_26_4,larsk,annas,One screen,Male,Female,23,21,Familiar with partner,1,Rep\r23y30g06b31.jpeg,Rep\r15y17g24b30.jpeg,23,15,30,17,06,24,31,30,1,-2,-1,0,0,1,1,1.728,1.458,0.962,0.0,2nd time,2nd time
14,39_26_4,larsk,annas,One screen,Male,Female,23,21,Familiar with partner,1,Red\r22y02g34b05.jpeg,Red\r21y24g16b04.jpeg,22,21,02,24,34,16,05,04,1,-1,-1,0,0,1,1,2.448,1.317,1.477,0.0,2nd time,2nd time
15,39_26_4,larsk,annas,One screen,Male,Female,23,21,Familiar with partner,1,Red\r22y35g09b11.jpeg,Red\r16y09g06b10.jpeg,22,16,35,09,09,06,11,10,-1,1,1,0,1,0,0,3.225,1.221,1.508,0.0,2nd time,2nd time
16,39_26_4,larsk,annas,One screen,Male,Female,23,21,Familiar with partner,1,Red\r09y07g06b09.jpeg,Red\r23y34g09b11.jpeg,09,23,07,34,06,09,09,11,1,-1,0,1,1,0,1,1.917,1.13,0,2.762,2nd time,2nd time
17,39_26_4,larsk,annas,One screen,Male,Female,23,21,Familiar with partner,1,Red\r09y06g26b32.jpeg,Red\r08y23g10b29.jpeg,09,08,06,23,26,10,32,29,1,-1,0,1,0,1,0,2.418,1.735,0,0.998,2nd time,2nd time
18,39_26_4,larsk,annas,One screen,Male,Female,23,21,Familiar with partner,1,Red\r06y14g31b25.jpeg,Red\r08y23g10b29.jpeg,06,08,14,23,31,10,25,29,1,1,0,0,1,1,0,2.276,1.256,0,0.0,2nd time,2nd time
19,39_26_4,larsk,annas,One screen,Male,Female,23,21,Familiar with partner,1,Red\r01y27g01b01.jpeg,Red\r28y29g17b05.jpeg,01,28,27,29,01,17,01,05,1,1,0,0,1,1,0,1.346,0.978,0,0.0,2nd time,2nd time
